CL_IRFCL_INDICATOR_PUB,International Reserves and Foreign Currency Liquidity (IRFCL) Indicator
IRFCLDT2_IRFCL50_SUTM_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Inflows"
IRFCLDT2_IRFCL50_SUTM_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Inflows"
IRFCLDT2_IRFCL50_SM3MUTY_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL50_SM3MUTY_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL50_SM3MUTY_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL47_SM1MUT3M_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts receivable, More than 1 and up to 3 months"
IRFCLDT2_IRFCL47_SM1MUT3M_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts receivable, More than 1 and up to 3 months"
IRFCLDT2_IRFCL47_SM1MUT3M_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts receivable, More than 1 and up to 3 months"
IRFCLDT2_IRFCL47_SUTM_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts receivable, Up to 1 month, Inflows"
IRFCLDT2_IRFCL47_SUTM_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts receivable, Up to 1 month, Inflows"
IRFCLDT2_IRFCL47_SUTM_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts receivable, Up to 1 month, Inflows"
IRFCLDT2_IRFCL47_SM3MUTY_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts receivable, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL47_SM3MUTY_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts receivable, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL47_SM3MUTY_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts receivable, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL49_SM1MUT3M_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL49_SM1MUT3M_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL49_SM1MUT3M_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 1 and up to 3 months, Inflows"
IRFCLDT2_IRFCL49_SUTM_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, Up to 1 month, Inflows"
IRFCLDT2_IRFCL49_SUTM_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, Up to 1 month, Inflows"
IRFCLDT2_IRFCL49_SUTM_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, Up to 1 month, Inflows"
IRFCLDT2_IRFCL49_SM3MUTY_IN_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL49_SM3MUTY_IN_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL49_SM3MUTY_IN_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to reverse repos, More than 3 months and up to 1 year, Inflows"
IRFCLDT2_IRFCL50_SM1MUT3M_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL50_SM1MUT3M_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL50_SM1MUT3M_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL50_SUTM_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL50_SUTM_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL50_SUTM_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL50_SM3MUTY_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL50_SM3MUTY_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL50_SM3MUTY_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, trade credit, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL46_SM1MUT3M_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts payable, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL46_SM1MUT3M_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts payable, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL46_SM1MUT3M_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts payable, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL46_SUTM_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts payable, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL46_SUTM_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts payable, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL46_SUTM_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts payable, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL46_SM3MUTY_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts payable, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL46_SM3MUTY_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts payable, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL46_SM3MUTY_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, other accounts payable, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL48_SM1MUT3M_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL48_SM1MUT3M_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL48_SM1MUT3M_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 1 and up to 3 months, Outflows (reserves template)"
IRFCLDT2_IRFCL48_SUTM_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL48_SUTM_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL48_SUTM_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, Up to 1 month, Outflows (reserves template)"
IRFCLDT2_IRFCL48_SM3MUTY_FO_EUR_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL48_SM3MUTY_FO_USD_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 3 months and up to 1 year, Outflows (reserves template)"
IRFCLDT2_IRFCL48_SM3MUTY_FO_XDC_IRFCL13,"Predetermined short-term net drains on foreign currency assets (nominal value), Other predetermined short term net drains on foreign currency assets, related to repos, More than 3 months and up to 1 year, Outflows (reserves template)"
